genome,species,SGB,species_name,Quality_score,Genome_quality,VMGC_representative,genome_is_VMGC_representative,representative,genome_is_representative
MG988.mbin.3,696853,SGB020,Bifidobacterium vaginale_C,65.0,medium-quality,ERR10897780.mbin.8,0,ERR10897780.mbin.8,0
SRR17635644.mbin.3,240891,SGB019,Lactobacillus iners,65.0,medium-quality,MG505.mbin.1,0,SRR17284223.mbin.1,0
SRR17635776.mbin.3,643873,SGB145,Corynebacterium riegelii,64.99,medium-quality,MG1016.sbin.7,0,MG1016.sbin.7,0
MG619.mbin.13,498055,SGB127,Prevotella amnii,64.99,medium-quality,MG570.mbin.12,0,MG1206.mbin.20,0
MG1058.mbin.10,126681,SGB028,Bifidobacterium vaginale_H,64.98,medium-quality,MG649.mbin.15,0,MG649.mbin.15,0
SRR17635779.sbin.2,223646,SGB089,Lactobacillus paragasseri,64.96,medium-quality,GCF_019459585.1,0,GCF_019459585.1,0
MG1359.mbin.3,207192,SGB032,Bifidobacterium vaginale_D,64.96,medium-quality,MG21.mbin.2,0,MG21.mbin.2,0
MG439.sbin.10,271650,SGB083,Bifidobacterium_unknown,64.96,medium-quality,MG1044.mbin.13,0,MG136.mbin.6,0
P10709468.sbin.23,619501,SGB002,Fannyhessea vaginae,64.95,medium-quality,GCF_001562845.1,0,GCF_001562845.1,0
MG495.mbin.33,512461,SGB249,Porphyromonas sp900548415,64.94,medium-quality,MG95.sbin.2,0,MG95.sbin.2,0
ERR10898047.sbin.13,646243,SGB102,Mageeibacillus indolicus,64.94,medium-quality,MG1312.sbin.29,0,MG1312.sbin.29,0
MG387.mbin.1,482453,SGB183,Nanoperiomorbus_unknown,64.94,medium-quality,MG75.mbin.14,0,MG368.mbin.8,0
MG1334.mbin.7,204857,SGB049,Anaerococcus tetradius,64.92,medium-quality,SRR12830911.sbin.35,0,SRR12830911.sbin.35,0
SRR17635685.mbin.31,536396,SGB193,Peptostreptococcus anaerobius,64.92,medium-quality,MG541.mbin.10,0,SRR16470951.mbin.17,0
SRR17635691.mbin.14,367459,SGB005,Bifidobacterium swidsinskii,64.91,medium-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
SRR16916875.mbin.37,595185,SGB026,Bifidobacterium piotii,64.91,medium-quality,SRR13167550.mbin.1,0,SRR13167550.mbin.1,0
ERR10898300.mbin.10,667712,SGB012,Dialister sp001553355,64.91,medium-quality,MG666.mbin.6,0,MG666.mbin.6,0
MG101.mbin.19,126681,SGB028,Bifidobacterium vaginale_H,64.9,medium-quality,MG649.mbin.15,0,MG649.mbin.15,0
MG1330.sbin.7,829633,SGB106,Megasphaera lornae,64.9,medium-quality,MG701.sbin.20,0,GCF_001553395.1,0
MG539.mbin.10,811118,SGB225,Streptococcus salivarius,64.9,medium-quality,GCF_011029085.1,0,GCF_011029085.1,0
MG1043.mbin.20,856589,SGB027,Fannyhessea massiliensis,64.88,medium-quality,GCF_000179715.1,0,GCF_000179715.1,0
MG1100.sbin.1,367459,SGB005,Bifidobacterium swidsinskii,64.87,medium-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
MG163.mbin.4,619501,SGB581,Fannyhessea vaginae,64.86,medium-quality,MG163.mbin.4,1,GCF_001562845.1,0
MG1168.mbin.5,783244,SGB004,Bifidobacterium vaginale,64.86,medium-quality,ERR10897722.mbin.1,0,ERR10897722.mbin.1,0
SRR17635470.mbin.1,498055,SGB007,Prevotella amnii,64.86,medium-quality,MG1206.mbin.20,0,MG1206.mbin.20,0
MG1041.mbin.15,207192,SGB032,Bifidobacterium vaginale_D,64.86,medium-quality,MG21.mbin.2,0,MG21.mbin.2,0
MG1252.mbin.7,783244,SGB068,Bifidobacterium vaginale,64.86,medium-quality,MG664.mbin.5,0,ERR10897722.mbin.1,0
SRR17635466.mbin.14,936138,SGB047,Cryptobacteroides_unknown,64.86,medium-quality,MG1155.mbin.20,0,ERR10897925.mbin.61,0
SRR17635502.mbin.22,315756,SGB742,Prevotella timonensis,64.85,medium-quality,SRR17635502.mbin.22,1,SRR17635502.mbin.22,1
SRR21425832.mbin.3,696853,SGB020,Bifidobacterium vaginale_C,64.85,medium-quality,ERR10897780.mbin.8,0,ERR10897780.mbin.8,0
MG862.sbin.1,240891,SGB019,Lactobacillus iners,64.85,medium-quality,MG505.mbin.1,0,SRR17284223.mbin.1,0
MG1252.mbin.9,542621,SGB024,Aerococcus christensenii,64.85,medium-quality,P10709641.mbin.2,0,P10709641.mbin.2,0
MG1266.mbin.14,198418,SGB008,Berryella sp001552935,64.85,medium-quality,MG170.mbin.23,0,MG170.mbin.23,0
SRR13167622.mbin.13,299071,SGB160,Lawsonella sp018376445,64.85,medium-quality,SRR13900354.sbin.1,0,SRR13900354.sbin.1,0
MG30.mbin.22,271650,SGB065,Bifidobacterium_unknown,64.85,medium-quality,MG826.mbin.22,0,MG136.mbin.6,0
SAMN00088853.mbin.5,783244,SGB004,Bifidobacterium vaginale,64.84,medium-quality,ERR10897722.mbin.1,0,ERR10897722.mbin.1,0
ERR10898104.sbin.10,190667,SGB302,Klebsiella aerogenes,64.84,medium-quality,ERR10898070.sbin.1,0,ERR10898070.sbin.1,0
MG936.mbin.3,105986,SGB038,Nanoperiomorbus sp004136275,64.84,medium-quality,MG42.mbin.28,0,MG42.mbin.28,0
SRR16470980.mbin.10,921722,SGB017,Parvimonas sp001552895,64.84,medium-quality,MG61.mbin.16,0,MG61.mbin.16,0
MG926.mbin.11,783244,SGB056,Bifidobacterium vaginale,64.83,medium-quality,MG177.mbin.7,0,ERR10897722.mbin.1,0
SRR17635715.mbin.25,122533,SGB128,Ezakiella coagulans,64.83,medium-quality,GCF_023347725.1,0,GCF_023347725.1,0
MG154.sbin.24,696853,SGB020,Bifidobacterium vaginale_C,64.82,medium-quality,ERR10897780.mbin.8,0,ERR10897780.mbin.8,0
MG1080.sbin.58,367695,SGB549,Phocaeicola sp000432735,64.81,medium-quality,MG1080.sbin.58,1,MG1080.sbin.58,1
SRR17635738.mbin.1,105986,SGB038,Nanoperiomorbus sp004136275,64.81,medium-quality,MG42.mbin.28,0,MG42.mbin.28,0
MG996.mbin.24,109652,SGB046,Berryella_unknown,64.8,medium-quality,MG160.sbin.29,0,MG160.sbin.29,0
MG442.mbin.12,619501,SGB002,Fannyhessea vaginae,64.79,medium-quality,GCF_001562845.1,0,GCF_001562845.1,0
ERR2244526.sbin.2,240891,SGB001,Lactobacillus iners,64.78,medium-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
ERR10898028.mbin.2,988598,SGB036,Lactobacillus crispatus,64.78,medium-quality,SRR17635644.sbin.2,0,GCF_000162255.1,0
MG1105.mbin.10,126681,SGB028,Bifidobacterium vaginale_H,64.78,medium-quality,MG649.mbin.15,0,MG649.mbin.15,0
SRR16471073.mbin.2,595185,SGB044,Bifidobacterium piotii,64.77,medium-quality,GCF_003397615.1,0,SRR13167550.mbin.1,0
MG30.sbin.18,667712,SGB012,Dialister sp001553355,64.77,medium-quality,MG666.mbin.6,0,MG666.mbin.6,0
MG1300.mbin.15,542621,SGB024,Aerococcus christensenii,64.76,medium-quality,P10709641.mbin.2,0,P10709641.mbin.2,0
SRR18765405.mbin.5,667712,SGB012,Dialister sp001553355,64.76,medium-quality,MG666.mbin.6,0,MG666.mbin.6,0
MG610.sbin.27,608480,SGB095,KA00274 sp902373515,64.76,medium-quality,SRR17635604.mbin.1,0,SRR12830918.mbin.1,0
SRR13167526.sbin.2,240891,SGB001,Lactobacillus iners,64.75,medium-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
ERR4705329.mbin.7,226762,SGB029,Dialister micraerophilus,64.75,medium-quality,GCF_000194985.1,0,GCF_000194985.1,0
MG464.mbin.15,271650,SGB042,Bifidobacterium_unknown,64.75,medium-quality,MG136.mbin.6,0,MG136.mbin.6,0
SRR17635604.mbin.4,271650,SGB042,Bifidobacterium_unknown,64.75,medium-quality,MG136.mbin.6,0,MG136.mbin.6,0
MG1172.mbin.19,408798,SGB315,Sneathia_unknown,64.75,medium-quality,MG233.mbin.6,0,MG233.mbin.6,0
MG491.mbin.18,696853,SGB020,Bifidobacterium vaginale_C,64.74,medium-quality,ERR10897780.mbin.8,0,ERR10897780.mbin.8,0
MG660.mbin.11,367459,SGB005,Bifidobacterium swidsinskii,64.74,medium-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
MG1209.mbin.1,988598,SGB036,Lactobacillus crispatus,64.74,medium-quality,SRR17635644.sbin.2,0,GCF_000162255.1,0
SAMN00143856.mbin.13,367459,SGB005,Bifidobacterium swidsinskii,64.73,medium-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
MG1280.mbin.9,921722,SGB017,Parvimonas sp001552895,64.72,medium-quality,MG61.mbin.16,0,MG61.mbin.16,0
ERR10897811.sbin.2,240891,SGB001,Lactobacillus iners,64.71,medium-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
SRR16916873.mbin.1,367459,SGB005,Bifidobacterium swidsinskii,64.7,medium-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
MG384.mbin.1,571325,SGB018,Lactobacillus jensenii,64.7,medium-quality,GCF_027155795.1,0,GCF_027155795.1,0
MG1283.mbin.11,936138,SGB047,Cryptobacteroides_unknown,64.7,medium-quality,MG1155.mbin.20,0,ERR10897925.mbin.61,0
SRR13167614.mbin.2,499721,SGB072,Lactobacillus mulieris,64.7,medium-quality,GCF_027153865.1,0,GCF_000159335.1,0
MG1331.sbin.33,646243,SGB102,Mageeibacillus indolicus,64.69,medium-quality,MG1312.sbin.29,0,MG1312.sbin.29,0
SRR17635743.sbin.4,505334,SGB161,Ureaplasma urealyticum,64.69,medium-quality,GCF_003326135.1,0,GCF_003326135.1,0
MG32.sbin.8,783244,SGB004,Bifidobacterium vaginale,64.68,medium-quality,ERR10897722.mbin.1,0,ERR10897722.mbin.1,0
SRR17635678.mbin.17,382359,SGB137,Prevotella sp000758925,64.68,medium-quality,MG1150.sbin.30,0,MG160.sbin.15,0
ERR3500838.mbin.1,988598,SGB006,Lactobacillus crispatus,64.67,medium-quality,GCF_000162255.1,0,GCF_000162255.1,0
SRR17635683.mbin.26,856589,SGB027,Fannyhessea massiliensis,64.67,medium-quality,GCF_000179715.1,0,GCF_000179715.1,0
MG101.mbin.15,941235,SGB014,Prevotella timonensis_A,64.66,medium-quality,P10708985.mbin.1,0,P10708985.mbin.1,0
ERR10898096.mbin.2,240891,SGB019,Lactobacillus iners,64.66,medium-quality,MG505.mbin.1,0,SRR17284223.mbin.1,0
MG1042.mbin.23,781098,SGB041,Bifidobacterium vaginale_F,64.66,medium-quality,GCF_002896555.1,0,GCF_002896555.1,0
MG1166.sbin.6,502327,SGB061,Prevotella sp000479005,64.65,medium-quality,GCF_000759265.1,0,GCF_000759265.1,0
MG1035.mbin.7,697687,SGB045,Gemella asaccharolytica,64.65,medium-quality,MG1038.mbin.15,0,MG1038.mbin.15,0
MG935.mbin.15,936138,SGB348,Cryptobacteroides_unknown,64.64,medium-quality,MG935.mbin.15,1,ERR10897925.mbin.61,0
ERR10897754.mbin.6,783244,SGB056,Bifidobacterium vaginale,64.64,medium-quality,MG177.mbin.7,0,ERR10897722.mbin.1,0
SRR17635707.mbin.28,293577,SGB181,Varibaculum cambriense_B,64.64,medium-quality,SRR17635483.mbin.3,0,SRR17635483.mbin.3,0
MG401.sbin.5,271650,SGB601,Bifidobacterium_unknown,64.63,medium-quality,MG401.sbin.5,1,MG136.mbin.6,0
MG1152.mbin.21,619501,SGB002,Fannyhessea vaginae,64.63,medium-quality,GCF_001562845.1,0,GCF_001562845.1,0
SAMN00076805.mbin.3,571325,SGB018,Lactobacillus jensenii,64.63,medium-quality,GCF_027155795.1,0,GCF_027155795.1,0
SRR16916891.sbin.13,122533,SGB128,Ezakiella coagulans,64.63,medium-quality,GCF_023347725.1,0,GCF_023347725.1,0
MG1152.sbin.37,856589,SGB027,Fannyhessea massiliensis,64.62,medium-quality,GCF_000179715.1,0,GCF_000179715.1,0
SRR13694829.sbin.7,367459,SGB005,Bifidobacterium swidsinskii,64.6,medium-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
SRR12830927.mbin.9,126681,SGB028,Bifidobacterium vaginale_H,64.6,medium-quality,MG649.mbin.15,0,MG649.mbin.15,0
MG619.mbin.11,719869,SGB035,Prevotella_unknown,64.6,medium-quality,MG214.mbin.27,0,MG836.mbin.11,0
SRR13167579.sbin.5,619501,SGB002,Fannyhessea vaginae,64.59,medium-quality,GCF_001562845.1,0,GCF_001562845.1,0
SRR16916864.mbin.2,927036,SGB016,Bifidobacterium vaginale_A,64.58,medium-quality,MG554.mbin.9,0,MG554.mbin.9,0
ERR10897802.sbin.1,988598,SGB036,Lactobacillus crispatus,64.58,medium-quality,SRR17635644.sbin.2,0,GCF_000162255.1,0
MG1099.sbin.36,988627,SGB149,Sneathia vaginalis,64.57,medium-quality,MG1099.sbin.36,1,MG222.mbin.16,0
ERR10898218.mbin.3,809727,SGB263,Klebsiella pneumoniae,64.56,medium-quality,ERR10897863.sbin.1,0,GCF_024731085.1,0
MG485.mbin.2,240891,SGB019,Lactobacillus iners,64.55,medium-quality,MG505.mbin.1,0,SRR17284223.mbin.1,0
MG288.mbin.24,207192,SGB032,Bifidobacterium vaginale_D,64.55,medium-quality,MG21.mbin.2,0,MG21.mbin.2,0
SRR16916860.mbin.33,781098,SGB041,Bifidobacterium vaginale_F,64.55,medium-quality,GCF_002896555.1,0,GCF_002896555.1,0
SRR17635648.mbin.34,783682,SGB392,Corynebacterium aurimucosum,64.54,medium-quality,SRR17635648.mbin.34,1,SRR17635648.mbin.34,1
MG245.sbin.17,367459,SGB005,Bifidobacterium swidsinskii,64.54,medium-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
P10710392.mbin.2,845738,SGB071,Prevotella colorans,64.54,medium-quality,MG1050.mbin.7,0,MG1050.mbin.7,0
P10708796.sbin.6,595185,SGB044,Bifidobacterium piotii,64.53,medium-quality,GCF_003397615.1,0,SRR13167550.mbin.1,0
SRR17635802.mbin.2,499721,SGB040,Lactobacillus mulieris,64.53,medium-quality,GCF_000159335.1,0,GCF_000159335.1,0
SRR16916877.mbin.3,136202,SGB728,Porphyromonas_unknown,64.52,medium-quality,SRR16916877.mbin.3,1,P10709701.sbin.8,0
SRR16916874.mbin.29,126681,SGB028,Bifidobacterium vaginale_H,64.52,medium-quality,MG649.mbin.15,0,MG649.mbin.15,0
MG528.mbin.16,542621,SGB024,Aerococcus christensenii,64.52,medium-quality,P10709641.mbin.2,0,P10709641.mbin.2,0
SRR17635503.mbin.42,275605,SGB178,Anaerococcus vaginalis_B,64.52,medium-quality,MG1129.mbin.1,0,MG1129.mbin.1,0
MG1204.mbin.27,207192,SGB032,Bifidobacterium vaginale_D,64.51,medium-quality,MG21.mbin.2,0,MG21.mbin.2,0
MG1075.mbin.6,988627,SGB011,Sneathia vaginalis,64.51,medium-quality,MG222.mbin.16,0,MG222.mbin.16,0
ERR10897839.sbin.1,900875,SGB025,Prevotella bivia,64.5,medium-quality,MG238.mbin.3,0,MG238.mbin.3,0
P10708995.mbin.15,198418,SGB008,Berryella sp001552935,64.49,medium-quality,MG170.mbin.23,0,MG170.mbin.23,0
MG703.mbin.20,226762,SGB029,Dialister micraerophilus,64.49,medium-quality,GCF_000194985.1,0,GCF_000194985.1,0
MG545.mbin.11,109652,SGB046,Berryella_unknown,64.49,medium-quality,MG160.sbin.29,0,MG160.sbin.29,0
ERR10897974.mbin.1,988598,SGB006,Lactobacillus crispatus,64.48,medium-quality,GCF_000162255.1,0,GCF_000162255.1,0
MG128.mbin.25,207192,SGB032,Bifidobacterium vaginale_D,64.48,medium-quality,MG21.mbin.2,0,MG21.mbin.2,0
MG275.sbin.3,123406,SGB010,UBA629 sp005465875 (BVAB1),64.48,medium-quality,MG390.mbin.2,0,MG390.mbin.2,0
MG256.mbin.13,781098,SGB041,Bifidobacterium vaginale_F,64.47,medium-quality,GCF_002896555.1,0,GCF_002896555.1,0
MG545.mbin.20,921722,SGB017,Parvimonas sp001552895,64.47,medium-quality,MG61.mbin.16,0,MG61.mbin.16,0
MG1109.mbin.1,781098,SGB041,Bifidobacterium vaginale_F,64.46,medium-quality,GCF_002896555.1,0,GCF_002896555.1,0
MG462.mbin.9,240891,SGB001,Lactobacillus iners,64.45,medium-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
P10709336.mbin.4,595185,SGB044,Bifidobacterium piotii,64.45,medium-quality,GCF_003397615.1,0,SRR13167550.mbin.1,0
SRR11749268.mbin.3,783244,SGB004,Bifidobacterium vaginale,64.45,medium-quality,ERR10897722.mbin.1,0,ERR10897722.mbin.1,0
MG1252.mbin.3,126681,SGB028,Bifidobacterium vaginale_H,64.44,medium-quality,MG649.mbin.15,0,MG649.mbin.15,0
MG258.mbin.27,667712,SGB012,Dialister sp001553355,64.44,medium-quality,MG666.mbin.6,0,MG666.mbin.6,0
MG1132.mbin.21,226762,SGB029,Dialister micraerophilus,64.44,medium-quality,GCF_000194985.1,0,GCF_000194985.1,0
SRR17635724.mbin.1,677004,SGB199,Limosilactobacillus oris,64.44,medium-quality,SRR17635723.mbin.4,0,SRR17635723.mbin.4,0
MG336.mbin.1,783244,SGB004,Bifidobacterium vaginale,64.42,medium-quality,ERR10897722.mbin.1,0,ERR10897722.mbin.1,0
MG656.mbin.15,226762,SGB029,Dialister micraerophilus,64.42,medium-quality,GCF_000194985.1,0,GCF_000194985.1,0
MG1317.mbin.24,941235,SGB014,Prevotella timonensis_A,64.41,medium-quality,P10708985.mbin.1,0,P10708985.mbin.1,0
MG1183.mbin.9,927036,SGB016,Bifidobacterium vaginale_A,64.41,medium-quality,MG554.mbin.9,0,MG554.mbin.9,0
SRR17635613.sbin.1,988598,SGB036,Lactobacillus crispatus,64.41,medium-quality,SRR17635644.sbin.2,0,GCF_000162255.1,0
MG651.mbin.4,611554,SGB031,Lactobacillus gasseri,64.41,medium-quality,GCF_000439915.2,0,GCF_000439915.2,0
P10709459.mbin.3,595185,SGB044,Bifidobacterium piotii,64.39,medium-quality,GCF_003397615.1,0,SRR13167550.mbin.1,0
SRR17635687.mbin.6,595185,SGB026,Bifidobacterium piotii,64.38,medium-quality,SRR13167550.mbin.1,0,SRR13167550.mbin.1,0
MG853.sbin.1,976363,SGB069,Bifidobacterium leopoldii,64.38,medium-quality,SRR13167686.mbin.2,0,SRR13167686.mbin.2,0
MG568.sbin.37,829633,SGB106,Megasphaera lornae,64.38,medium-quality,MG701.sbin.20,0,GCF_001553395.1,0
MG147.mbin.14,271650,SGB065,Bifidobacterium_unknown,64.38,medium-quality,MG826.mbin.22,0,MG136.mbin.6,0
SRR17635638.mbin.3,571325,SGB018,Lactobacillus jensenii,64.37,medium-quality,GCF_027155795.1,0,GCF_027155795.1,0
MG556.mbin.8,332460,SGB048,Prevotella disiens,64.37,medium-quality,GCF_000179675.1,0,GCF_000179675.1,0
MG495.sbin.41,394856,SGB340,Sutterella sp900762445,64.37,medium-quality,MG1099.mbin.24,0,MG1099.mbin.24,0
MG54.mbin.3,941235,SGB014,Prevotella timonensis_A,64.36,medium-quality,P10708985.mbin.1,0,P10708985.mbin.1,0
SRR16471001.mbin.2,595185,SGB044,Bifidobacterium piotii,64.36,medium-quality,GCF_003397615.1,0,SRR13167550.mbin.1,0
MG322.mbin.2,240891,SGB001,Lactobacillus iners,64.35,medium-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
MG545.mbin.7,781098,SGB041,Bifidobacterium vaginale_F,64.35,medium-quality,GCF_002896555.1,0,GCF_002896555.1,0
MG1236.mbin.12,382359,SGB022,Prevotella sp000758925,64.35,medium-quality,MG160.sbin.15,0,MG160.sbin.15,0
ERR4421557.mbin.2,611554,SGB031,Lactobacillus gasseri,64.34,medium-quality,GCF_000439915.2,0,GCF_000439915.2,0
MG399.mbin.13,697687,SGB045,Gemella asaccharolytica,64.34,medium-quality,MG1038.mbin.15,0,MG1038.mbin.15,0
SRR12830918.mbin.4,696853,SGB020,Bifidobacterium vaginale_C,64.33,medium-quality,ERR10897780.mbin.8,0,ERR10897780.mbin.8,0
SRR17635707.mbin.11,603554,SGB279,Prevotella sp900548585,64.33,medium-quality,SRR17635465.mbin.14,0,SRR17635465.mbin.14,0
P10709757.mbin.2,595185,SGB044,Bifidobacterium piotii,64.3,medium-quality,GCF_003397615.1,0,SRR13167550.mbin.1,0
MG1054.mbin.18,941235,SGB014,Prevotella timonensis_A,64.29,medium-quality,P10708985.mbin.1,0,P10708985.mbin.1,0
MG42.mbin.14,783244,SGB004,Bifidobacterium vaginale,64.29,medium-quality,ERR10897722.mbin.1,0,ERR10897722.mbin.1,0
MG566.sbin.5,976363,SGB069,Bifidobacterium leopoldii,64.29,medium-quality,SRR13167686.mbin.2,0,SRR13167686.mbin.2,0
MG937.mbin.4,781098,SGB041,Bifidobacterium vaginale_F,64.28,medium-quality,GCF_002896555.1,0,GCF_002896555.1,0
SRR16470945.sbin.2,198418,SGB008,Berryella sp001552935,64.28,medium-quality,MG170.mbin.23,0,MG170.mbin.23,0
SRR17635740.mbin.9,271650,SGB042,Bifidobacterium_unknown,64.28,medium-quality,MG136.mbin.6,0,MG136.mbin.6,0
SAMN00035561.mbin.1,240891,SGB019,Lactobacillus iners,64.26,medium-quality,MG505.mbin.1,0,SRR17284223.mbin.1,0
MG551.mbin.5,367459,SGB005,Bifidobacterium swidsinskii,64.25,medium-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
MG114.mbin.11,198418,SGB008,Berryella sp001552935,64.25,medium-quality,MG170.mbin.23,0,MG170.mbin.23,0
MG1331.mbin.24,783244,SGB068,Bifidobacterium vaginale,64.25,medium-quality,MG664.mbin.5,0,ERR10897722.mbin.1,0
SAMN00082828.sbin.6,664352,SGB664,Veillonella rogosae,64.24,medium-quality,SAMN00082828.sbin.6,1,SAMN00082828.sbin.6,1
MG380.mbin.3,542621,SGB024,Aerococcus christensenii,64.24,medium-quality,P10709641.mbin.2,0,P10709641.mbin.2,0
SRR16916889.sbin.7,499721,SGB072,Lactobacillus mulieris,64.24,medium-quality,GCF_027153865.1,0,GCF_000159335.1,0
MG905.mbin.2,240891,SGB019,Lactobacillus iners,64.23,medium-quality,MG505.mbin.1,0,SRR17284223.mbin.1,0
SRR13167636.mbin.3,367459,SGB005,Bifidobacterium swidsinskii,64.23,medium-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
MG62.mbin.8,482453,SGB233,Nanoperiomorbus_unknown,64.23,medium-quality,MG1076.mbin.23,0,MG368.mbin.8,0
SRR13900348.sbin.1,240891,SGB001,Lactobacillus iners,64.22,medium-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
SRR13167564.mbin.2,240891,SGB019,Lactobacillus iners,64.22,medium-quality,MG505.mbin.1,0,SRR17284223.mbin.1,0
MG269.mbin.1,226762,SGB029,Dialister micraerophilus,64.22,medium-quality,GCF_000194985.1,0,GCF_000194985.1,0
MG851.sbin.1,105986,SGB038,Nanoperiomorbus sp004136275,64.22,medium-quality,MG42.mbin.28,0,MG42.mbin.28,0
MG1140.mbin.7,276312,SGB132,Alloscardovia omnicolens,64.22,medium-quality,MG247.mbin.1,0,MG247.mbin.1,0
MG352.mbin.30,271650,SGB042,Bifidobacterium_unknown,64.21,medium-quality,MG136.mbin.6,0,MG136.mbin.6,0
SRR13167606.sbin.3,240891,SGB001,Lactobacillus iners,64.2,medium-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
P10709284.mbin.2,595185,SGB044,Bifidobacterium piotii,64.2,medium-quality,GCF_003397615.1,0,SRR13167550.mbin.1,0
SRR18765396.mbin.21,781098,SGB041,Bifidobacterium vaginale_F,64.2,medium-quality,GCF_002896555.1,0,GCF_002896555.1,0
MG420.mbin.2,240891,SGB001,Lactobacillus iners,64.19,medium-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
MG981.mbin.3,571325,SGB018,Lactobacillus jensenii,64.19,medium-quality,GCF_027155795.1,0,GCF_027155795.1,0
SRR17635742.sbin.5,498055,SGB127,Prevotella amnii,64.19,medium-quality,MG570.mbin.12,0,MG1206.mbin.20,0
P10708962.mbin.9,696853,SGB020,Bifidobacterium vaginale_C,64.18,medium-quality,ERR10897780.mbin.8,0,ERR10897780.mbin.8,0
PV54.sbin.1,988598,SGB006,Lactobacillus crispatus,64.18,medium-quality,GCF_000162255.1,0,GCF_000162255.1,0
MG1306.sbin.28,619501,SGB002,Fannyhessea vaginae,64.18,medium-quality,GCF_001562845.1,0,GCF_001562845.1,0
MG1208.mbin.20,856589,SGB027,Fannyhessea massiliensis,64.18,medium-quality,GCF_000179715.1,0,GCF_000179715.1,0
MG1023.mbin.33,136202,SGB079,Porphyromonas_unknown,64.18,medium-quality,MG996.mbin.23,0,P10709701.sbin.8,0
MG1338.mbin.39,697687,SGB045,Gemella asaccharolytica,64.17,medium-quality,MG1038.mbin.15,0,MG1038.mbin.15,0
SAMN00067344.mbin.1,611554,SGB031,Lactobacillus gasseri,64.16,medium-quality,GCF_000439915.2,0,GCF_000439915.2,0
MG1196.sbin.41,829633,SGB106,Megasphaera lornae,64.16,medium-quality,MG701.sbin.20,0,GCF_001553395.1,0
ERR10897968.mbin.1,492904,SGB201,Citrobacter_B koseri,64.16,medium-quality,GCF_001552875.1,0,GCF_001552875.1,0
SRR18765392.mbin.7,829633,SGB122,Megasphaera lornae,64.15,medium-quality,SRR18765392.mbin.7,1,GCF_001553395.1,0
SRR13167554.mbin.1,367459,SGB005,Bifidobacterium swidsinskii,64.15,medium-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
MG1146.mbin.8,978264,SGB114,Anaerococcus lactolyticus,64.15,medium-quality,GCF_000758765.1,0,GCF_000758765.1,0
MG531.mbin.5,240891,SGB019,Lactobacillus iners,64.14,medium-quality,MG505.mbin.1,0,SRR17284223.mbin.1,0
ERR10897992.mbin.1,988598,SGB036,Lactobacillus crispatus,64.14,medium-quality,SRR17635644.sbin.2,0,GCF_000162255.1,0
MG480.mbin.3,696853,SGB020,Bifidobacterium vaginale_C,64.13,medium-quality,ERR10897780.mbin.8,0,ERR10897780.mbin.8,0
MG1369.sbin.4,499721,SGB093,Lactobacillus mulieris,64.13,medium-quality,MG1371.sbin.1,0,GCF_000159335.1,0
SAMN00032706.sbin.4,499721,SGB093,Lactobacillus mulieris,64.13,medium-quality,MG1371.sbin.1,0,GCF_000159335.1,0
MG495.mbin.40,560284,SGB100,Prevotella sp001553265,64.13,medium-quality,GCF_000762865.1,0,GCF_000762865.1,0
MG154.sbin.4,988627,SGB011,Sneathia vaginalis,64.13,medium-quality,MG222.mbin.16,0,MG222.mbin.16,0
ERR10897999.mbin.2,988598,SGB006,Lactobacillus crispatus,64.12,medium-quality,GCF_000162255.1,0,GCF_000162255.1,0
P10708861.mbin.10,856589,SGB086,Fannyhessea massiliensis,64.12,medium-quality,GCF_900343135.1,0,GCF_000179715.1,0
MG621.sbin.1,567022,SGB009,Amygdalobacter indicium (BVAB2),64.1,medium-quality,GCF_029101565.1,0,MG1201.mbin.9,0
MG1038.mbin.18,542621,SGB024,Aerococcus christensenii,64.1,medium-quality,P10709641.mbin.2,0,P10709641.mbin.2,0
MG250.mbin.16,988627,SGB011,Sneathia vaginalis,64.09,medium-quality,MG222.mbin.16,0,MG222.mbin.16,0
