Assembly Accession	CheckM contamination	CheckM completeness	Assembly Stats Total Sequence Length
GCF_900635365.1	0.17	99.03	2678794
GCF_900635415.1	0.13	99.47	3114005
GCF_900637035.1	0.17	98.38	2450323
GCF_900638765.1	0.6	97.64	2528228
GCF_900638775.1	0.44	97.23	2647036
GCF_900638785.1	0.13	99.61	2889088
GCF_900638805.1	0.45	99.51	2907269
GCF_900638815.1	0.19	98.64	2587776
GCF_900638825.1	0.45	99.55	2970399
GCF_900639335.1	0.13	99.51	3077407
GCF_900639345.1	0.13	99.56	3040493
GCF_900639355.1	0.13	99.61	3149303
GCF_900639365.1	0.13	99.61	3163961
GCF_900639385.1	0.13	99.51	3075631
GCF_900639395.1	0.41	99.38	3292745
GCF_900639405.1	0.49	99.16	2993087
GCF_900639415.1	0.32	99.61	3235371
GCF_900639425.1	0.37	99.04	3121088
GCF_900639445.1	0.13	99.41	3123104
GCF_900639455.1	0.31	99.22	2987408
GCF_900639465.1	0.13	99.51	3290809
GCF_900639475.1	0.13	99.08	3142052
GCF_900639485.1	0.37	99.05	3297240
GCF_900639495.1	0.13	99.48	3273252
GCF_900639505.1	0.18	99.45	3226874
GCF_900639515.1		99.19	3067803
GCF_900639525.1		99.19	3032958
GCF_900639535.1	0.18	99.19	3276455
GCF_900639545.1	0.18	99.51	3330955
GCF_900639555.1	0.52	99.39	2986036
GCF_900639565.1	0.13	98.74	3118526
GCF_900639575.1	0.57	99.28	3167723
GCF_900639585.1	0.52	98.1	3019941
GCF_900639595.1	0.18	99.51	3253190
GCF_900639605.1	0.18	99.12	3221879
GCF_900639615.1	0.18	99.51	3180125
GCF_900639625.1	0.18	99.51	3242574
GCF_900639635.1	0.65	99.03	2837008
GCF_900639655.1	0.29	99.55	2828288
GCF_900639705.1	0.23	97.9	2432228
GCF_900639715.1	0.18	98.99	3440588
GCF_900639725.1	0.32	99.39	2998296
GCF_900639745.1	0.17	99.51	2930673
GCF_900640265.1	0.44	97.28	2638214
GCF_900682725.1	0.71	99.61	3046451
GCF_900683465.1	0.13	98.96	2743415
GCF_900683475.1	0.91	99.03	2545110
GCF_900683525.1	0.82	99.18	3176611
GCF_900683555.1	1.16	96.64	2706921
GCF_900683575.1	0.97	98.37	2862325
GCF_901482465.1	0.26	96.11	2480383
GCF_902158965.1	0.19	99.43	2851691
GCF_902158975.1	0.62	98.27	2467618
GCF_902159355.1	0.42	99.12	2823994
GCF_902159365.1	0.84	99.12	2816839
GCF_902159475.1	0.81	99.12	2823437
GCF_902159555.1	0.32	99.42	2758275
GCF_902159925.1	0.32	99.42	2757393
GCF_902160305.1	0.13	98.03	2608097
GCF_902160485.1	0.18	99.61	2404446
GCF_902160525.1	0.26	99.61	2640798
GCF_902160865.1	0.39	99.43	2934388
GCF_902160955.1	0.32	99.42	2743251
GCF_902161005.1	0.19	99.11	2696613
GCF_902161055.1	0.23	99.61	2532154
GCF_902161605.1	0.91	99.51	3052509
GCF_902161735.1	0.45	99.42	2889846
GCF_902161815.1	0.52	96.9	2673800
GCF_902162355.1	0.45	99.22	2644990
GCF_902164105.1	0.42	98.74	2837582
GCF_902165245.1	0.19	98.91	2359882
GCF_902165445.1	0.45	99.42	2888862
GCF_902165525.1	0.62	98.27	2466979
GCF_902165865.1	0.52	99.56	2503533
GCF_902165965.1	0.65	98.74	2338247
GCF_902386195.1	0.13	99.51	3157885
GCF_009846615.2	0.05	98.02	3235013
GCF_009846515.2	0.19	94.24	3157046
GCF_009846555.2	0.13	97.32	3206642
GCF_009846545.2	0.13	99.61	3542720
GCF_012844275.1	0.13	99.61	2541472
GCF_000438605.1	0.32	98.29	2988947
GCF_000438645.1	0.32	99.05	2958908
GCF_000712385.1	0.32	99.13	2979429
GCF_000712425.1	0.32	99.07	2979080
GCF_000725945.1	0.41	99.1	3067637
GCF_000726025.1	0.41	99.1	3068274
GCF_000726185.1	0.42	98.98	2906452
GCF_000727245.1	0.41	99.1	3068187
GCF_000727385.1	0.46	99.14	3019753
GCF_000728405.1	0.46	99.14	3019643
GCF_000729415.1	0.41	99.1	3068368
GCF_000729565.1	0.35	99.1	2986354
GCF_000729625.1	0.41	99.1	3058894
GCF_000729645.1	0.41	98.82	3062615
GCF_000746625.1	0.32	99.18	2989591
GCF_000787895.1	0.32	99.23	2946903
GCF_000787905.1	0.41	99.22	3022585
GCF_000787915.1	0.37	98.49	2935546
GCF_000787925.1	0.32	98.51	2867698
GCF_000808125.1	0.44	99.1	2927891
GCF_000808135.1	0.67	99.1	2930196
GCF_000814545.1	0.85	99.22	3086604
GCF_000814555.1	0.43	99.03	2997617
GCF_000814565.1	0.41	99.22	3112163
GCF_000814575.1	0.56	99.22	3009749
GCF_000814625.1	0.85	99.22	3114032
GCF_000951975.1	0.38	99.16	3032912
GCF_000960145.1	0.46	99.1	2894364
GCF_000970525.1	0.41	99.22	3064321
GCF_000972995.1	0.46	99	2930706
GCF_000973005.1	0.43	99.04	2911002
GCF_000978685.1	0.35	99.13	2982935
GCF_001005985.1	0.44	99.14	2918170
GCF_001012875.1	0.33	93.67	3077022
GCF_001027065.1	0.32	99.1	2897190
GCF_001027085.1	0.32	99.1	2947477
GCF_001027125.1	0.32	98.57	2896586
GCF_001027205.1	0.32	98.54	2947293
GCF_001027245.1	0.32	99.04	2907486
GCF_001262395.1	0.35	98.44	2931404
GCF_001280245.1	3.67	99.14	2983801
GCF_001302385.1	0.32	98.47	2922183
GCF_001302395.1	1.03	99.14	2994744
GCF_001317555.2	2	98.48	3026679
GCF_001399895.1	0.35	99.09	2969547
GCF_001432365.1	0.32	99	2881130
GCF_001463995.1	0.32	98.11	2857459
GCF_001465135.2	0.32	99	3050996
GCF_001466015.1	0.32	99.1	2912918
GCF_001466035.1	0.46	98.33	2974179
GCF_001466075.1	0.35	99.23	2949153
GCF_001466095.1	0.32	99.23	2888550
GCF_001466115.1	0.32	98.95	2900329
GCF_001466135.1	0.39	97.45	2954245
GCF_001466155.1	0.39	96.96	2938283
GCF_001466165.1	0.39	97.45	2956931
GCF_001466195.1	0.39	96.96	2936779
GCF_001466215.1	0.32	98.99	2862819
GCF_001483405.1	0.32	99.17	2927751
GCF_001483425.1	0.32	97.57	2905347
GCF_001483445.1	0.32	99.09	3039224
GCF_001487205.1	0.88	99.11	2978459
GCF_001487535.1	0.87	98.41	2959495
GCF_001487775.1	0.49	99.17	3025520
GCF_001488015.1	0.63	96.95	3078678
GCF_001488235.1	0.32	98.2	2990557
GCF_001488395.1	0.89	98.51	3012386
GCF_001488995.1	0.88	99.14	3067880
GCF_001489075.1	0.32	98.28	2976851
GCF_001489195.1	0.6	98.52	3067496
GCF_001489235.1	0.45	99.2	3018683
GCF_001489375.1	0.4	98.56	3004025
GCF_001489875.1	0.35	99.12	2987324
GCF_001489895.1	0.5	98.28	2997004
GCF_001490035.1	0.41	98.51	3063393
GCF_001490115.1	0.32	99.08	3012152
GCF_001490275.1	0.32	99.14	3007711
GCF_001490355.1	0.32	99.14	3020810
GCF_001490455.1	0.41	99.22	3025642
GCF_001490875.1	0.32	98.95	2975520
GCF_001491615.1	0.41	99.22	3045798
GCF_001492155.1	0.48	99.22	3063584
GCF_001492475.1	0.32	99.01	3011584
GCF_001492755.1	0.74	99.19	3025078
GCF_001492855.1	0.63	99.14	3024580
GCF_001492915.1	0.81	98.49	3001630
GCF_001492955.1	0.76	99.18	2955404
GCF_001493035.1	0.34	98.48	2939390
GCF_001493255.1	0.69	99.14	2988678
GCF_001493535.1	0.32	99.14	2967521
GCF_001493595.1	0.73	99.18	2968012
GCF_001493615.1	0.61	98.58	2991896
GCF_001494235.1	0.32	98.9	2994640
GCF_001494455.1	0.42	99.09	2973832
GCF_001494495.1	0.41	98.86	3037305
GCF_001494575.1	0.52	99.22	3051859
GCF_001494975.1	0.73	98.78	3021343
GCF_001495255.1	0.88	99.23	3062010
GCF_001495355.1	0.32	99.14	3014855
GCF_001496335.1	0.32	98.28	2968419
GCF_001496415.1	1.16	99.02	3024639
GCF_001496455.1	0.41	99.22	3036569
GCF_001496755.1	0.41	99.16	3087801
GCF_001497315.1	0.38	99.23	2973495
GCF_001497565.1	0.33	98.67	2929330
GCF_001497715.1	0.46	98.81	3001861
GCF_001497995.1	0.67	99.17	3119421
GCF_001498075.1	0.35	99.19	2983203
GCF_001498095.1	0.54	99.16	2977702
GCF_001498115.1	0.32	99.08	3011889
GCF_001498575.1	0.78	99.22	2994113
GCF_001498715.1	0.32	99.23	2999071
GCF_001499155.1	0.32	99.14	2952873
GCF_001499335.1	1.29	97.41	2994130
GCF_001499495.1	0.93	98.05	2987222
GCF_001513695.1	0.32	99.14	2905533
GCF_001551855.1	0.32	98.7	2864291
GCF_001564515.1	0.32	98.97	2912688
GCF_001564575.1	0.32	99.12	2918313
GCF_001564655.1	5.41	98.47	3047678
GCF_001564695.1	0.34	99.04	2852662
GCF_001564735.1	0.32	99.1	2917208
GCF_001564775.1	0.56	99.07	3085517
GCF_001564795.1	0.32	99.1	2900077
GCF_001564875.1	0.41	99.21	3085090
GCF_001564935.1	0.32	98.42	2870714
GCF_001564975.1	0.35	98.99	2863116
GCF_001564995.1	0.35	99.15	2965290
GCF_001565015.1	0.41	99.22	3049826
GCF_001565035.1	0.32	98.5	2919246
GCF_001565055.1	0.44	99.04	2944973
GCF_001565075.1	0.44	98.79	2986339
GCF_001565095.1	0.32	99.01	2987971
GCF_001565115.1	0.6	99.03	2988781
GCF_001565135.1	0.35	99.01	3001387
GCF_001565155.1	0.45	98.62	3021797
GCF_001565175.1	0.49	98.58	3035372
GCF_001565195.1	0.44	98.61	2968596
GCF_001565215.1	0.49	98.3	2982259
GCF_001565255.1	0.32	98.93	2966774
GCF_001565275.1	0.51	99.23	2996818
GCF_001565295.1	0.41	99.22	3049910
GCF_001565335.1	0.32	98.98	3005099
GCF_001565375.1	0.32	98.54	2912240
GCF_001565395.1	0.58	99.19	3049219
GCF_001565415.1	0.35	99.04	2966437
GCF_001565455.1	0.41	99.22	3054012
GCF_001565495.1	0.32	98.41	2935165
GCF_001565515.1	0.32	98.58	2938532
GCF_001565595.1	0.32	99.14	2992126
GCF_001565615.1	0.32	99.14	3048611
GCF_001565655.1	0.44	99.14	2886186
GCF_001565715.1	0.32	98.58	2940785
GCF_001565735.1	0.32	98.91	2898633
GCF_001565755.1	0.41	99.02	2966316
GCF_001565775.1	0.32	99.07	3081238
GCF_001565795.1	0.32	98.58	2936570
GCF_001565815.1	0.35	98.42	2938172
GCF_001565855.1	0.32	98.54	2875219
GCF_001577865.1	0.7	98.21	2912764
GCF_001577875.1	0.32	99.09	2967383
GCF_001577955.1	0.35	99.09	2875584
GCF_001577965.1	0.5	99.13	2891655
GCF_001578015.1	6.41	99.07	3094998
GCF_001578025.1	2.14	99.07	3039789
GCF_001578045.1	2.03	99.07	2946727
GCF_001582935.1	0.79	99.09	2994712
GCF_001582945.1	0.35	99.09	2970945
GCF_001582955.1	0.33	99.09	2965926
GCF_001582965.1	0.61	98.21	2913913
GCF_001583015.1	0.46	98.21	2904683
GCF_001583025.1	1.16	98.21	2916042
GCF_001583055.1	0.8	98.94	2880402
GCF_001583065.1	0.37	99.1	2860143
GCF_001583095.1	0.87	98.89	3098101
GCF_001583275.1	0.42	99.13	2902487
GCF_001583285.1	0.37	98.78	2867431
GCF_001583315.1	0.68	98.94	2981882
GCF_001583355.1	0.44	99.09	2875535
GCF_001583365.1	0.32	98.96	2943557
GCF_001583395.1	0.95	99.07	3026975
GCF_001586295.1	0.32	99.14	3009206
GCF_001586305.1	0.32	99.14	3009817
GCF_001586315.1	0.32	99.14	3008780
GCF_001586325.1	0.32	99.11	3009599
GCF_001586375.1	0.32	99.14	3009089
GCF_001594305.1	0.32	97.35	2960190
GCF_001596775.2	0.32	98.7	2952246
GCA_000382925.1	0.21	70.83	2776517
GCA_001483225.1	0.18	32.25	2952691
GCA_001712085.1			2562867
GCA_002092815.1	0.47	42.15	3096332
GCA_002528215.1			2163535
GCA_003188905.1			3052339
GCA_003965925.1			3088362
GCA_003966025.1			3105826
GCA_008269695.1			3060392
GCA_008270865.1			2980928
GCA_008807635.1	0.32	94.17	2777470
GCA_009916135.1			2903156
GCA_009916255.1			2907598
GCF_000093125.2	0.32	99.13	3109678
GCF_000022925.1	0.32	99.14	2999054
GCF_000168695.2	0.32	98.96	2903106
GCA_000534895.1	0.28	79.09	2953440
GCF_000689475.1	0.41	98.66	3063056
GCF_000577745.1	0.41	99.27	3072826
GCF_000582845.1	0.32	99.02	2907193
GCF_000196035.1	0.32	98.58	2944528
GCF_000168615.1	0.33	98.79	2968620
GCF_000168595.2	0.32	98.4	2874431
GCF_000743465.1	0.32	98.14	2852103
GCA_000525815.1	0.21	81.17	2845956
GCA_000168455.1	0.5	72.69	2741640
GCF_000168535.1	0.95	99.12	2884080
GCF_000168575.2	0.32	97.64	2973801
GCF_000168635.2	0.32	99.23	3000464
GCF_000168655.1	0.32	99.1	2973040
GCF_000620905.1	0.32	99.14	2964160
GCF_000620885.1	0.32	99.1	2916187
GCF_000585755.1	0.34	98.89	3054751
GCF_000585795.1	0.69	98.64	2998824
GCF_000585855.1	0.43	99.22	3052344
GCF_000585835.1	0.32	98.89	3029934
GCF_000626575.1	0.44	99.22	3097842
GCA_000382945.1	0.02	69.61	2776847
GCF_000689335.1	0.39	99.1	2931460
GCF_000613165.1	0.39	99.1	2857445
GCF_000613085.1	0.32	99.14	3031650
GCA_000567965.1	0.32	99.13	2975051
GCA_002214025.1	0.37	99.14	3021764
GCA_002213525.1	0.32	99.14	2974439
GCA_002240245.1	0.32	99.14	2930185
GCA_002240265.1	0.32	99.14	2974302
GCF_000513595.1	0.32	99.13	3032624
GCF_000513635.1	0.32	99.13	3032624
GCA_002953995.1	0.32	99.14	2974394
GCA_003433435.1	0.32	99.14	2975434
GCA_003433455.1	0.32	99.14	2973092
GCF_000513655.1	0.32	99.13	3032624
GCF_000513675.1	0.32	99.14	2998206
GCA_003433495.1	0.32	99.12	2935406
GCF_000513695.1	0.32	99.02	2994351
GCA_003433575.1	0.32	99.13	2976226
GCA_003433595.1	0.32	99.14	2972696
GCF_000167135.1	0.6	97.34	2950285
GCF_000397145.1	0.39	97.97	2860660
GCF_000801405.1	0.32	98.99	2947194
GCF_000801375.1	0.32	99.06	3006262
GCF_000801385.1	0.32	98.47	2876294
GCF_000801455.1	0.32	99.12	2933586
GCF_000801525.1	0.45	99.08	2870834
GCF_000801555.1	0.32	99.13	2866003
GCF_000801595.1	0.34	98.76	2863440
GCF_000210815.2	0.32	99.09	3022910
GCF_000307005.1	0.6	99.08	2972172
GCF_000307045.1	0.32	98.91	2907142
GCF_000306985.1	0.32	98.57	2882234
GCF_000568475.1	0.6	99.1	2951235
GCF_001644625.1	0.32	99.23	3018390
GCF_001658145.1	0.42	99.23	2948045
GCF_001658155.1	0.44	99.23	2947457
GCF_001658165.1	0.41	98.48	3112956
GCF_001658175.1	0.48	99.23	3037029
GCF_001658225.1	0.87	98.96	3084502
GCF_001658235.1	0.43	98.88	3044927
GCF_001658255.1	0.4	99.23	3049747
GCF_001658265.1	0.42	99.04	2990589
GCF_001658305.1	0.41	99.04	3029511
GCF_001658325.1	0.43	99.23	3081990
GCF_001658335.1	0.42	98.48	2983094
GCF_001658345.1	0.4	99.23	2972510
GCF_001658385.1	0.41	99.04	3013664
GCF_001658405.1	0.32	99.23	2953353
GCF_001658415.1	0.41	99.04	3020537
GCF_001685215.1	0.32	99.14	2998209
GCF_001708675.1	0.33	99.04	3028276
GCF_001708685.1	0.88	99.23	3047116
GCF_001708755.1	0.32	99.14	3003194
GCF_001708775.1	0.33	99.1	2954448
GCF_001708835.1	0.32	99.12	3048190
GCF_001708845.1	0.32	99.04	2995460
GCF_001708875.1	0.33	99.1	3004802
GCF_001708915.1	0.33	98.99	3006217
GCF_001709365.1	0.32	99.14	2998874
GCF_001709375.1	0.33	99.08	2995062
GCF_001709395.1	0.32	99.13	2937913
GCF_001709465.1	0.32	99.13	2939461
GCF_001709525.1	0.88	99.23	3051043
GCF_001709545.1	0.32	99.1	3053786
GCF_001709555.1	0.41	99.07	3057434
GCF_001709565.1	0.35	98.76	2994928
GCF_001709625.1	0.39	98.56	2961717
GCF_001709635.1	0.32	98.76	3025485
GCF_001709645.1	0.32	99.14	3023166
GCF_001709685.1	0.38	98.71	3027089
GCF_001709715.1	0.46	99.04	3109688
GCF_001709765.1	0.33	99.1	3027917
GCF_001709785.1	0.32	99.14	3015298
GCF_001709805.1	0.32	98.54	2945385
GCF_001709825.1	0.32	99.1	2837548
GCF_001709835.1	0.32	99.14	2977248
GCF_001709845.1	0.39	99.09	2903660
GCF_001709895.1	0.33	99.04	2883995
GCF_001709905.1	0.32	98.99	2938608
GCF_001709945.1	0.32	99.14	2977345
GCF_001709955.1	0.32	98.97	2918125
GCF_001709965.1	0.32	99.08	2977035
GCF_001710005.1	0.32	99.08	2974116
GCF_001710025.1	0.32	99.14	2977362
GCF_001710065.1	0.32	98.91	2971095
GCF_001710135.1	0.32	99.1	2902426
GCF_001710165.1	0.32	99.14	2945895
GCF_001710185.1	0.3	92.31	2744086
GCF_001710205.1	0.32	99.1	2834291
GCF_001710215.1	0.32	98.99	2977600
GCF_001710245.1	0.32	98.91	2902987
GCF_001710255.1	0.32	99.14	2978032
GCF_001710285.1	0.32	98.47	2905008
GCF_001710295.1	0.32	99.14	2936395
GCF_001710305.1	0.32	98.99	2959826
GCF_001710325.1	0.32	99.02	2975763
GCF_001710385.1	0.35	99	2865247
GCF_001710425.1	0.32	99.1	2837722
GCF_001710465.1	0.32	99.1	2884396
GCF_001710485.1	0.32	99.1	2902426
GCF_001710555.1	0.32	99.23	2935319
GCF_001710575.1	0.32	99.06	2937779
GCF_001710605.1	0.32	99.14	2977879
GCF_001710615.1	0.32	98.99	2895244
GCF_001710635.1	0.32	99.14	2977239
GCF_001710655.1	0.32	98.47	2979893
GCF_001710685.1	0.32	99.1	2919723
GCF_001710705.1	0.32	99.09	2926850
GCF_001710725.1	0.32	99.1	2919787
GCF_001710755.1	0.32	98.54	2912132
GCF_001710815.1	0.32	99.12	3048368
GCF_001710885.1	0.32	98.51	2919568
GCF_001710925.1	0.32	98.91	2970422
GCF_001710935.1	0.32	98.54	3008368
GCF_001710965.1	0.32	99.14	2954291
GCF_001710985.1	0.34	98.5	2977154
GCF_001710995.1	0.34	99.05	2960855
GCF_001711035.1	0.4	99.1	2997779
GCF_001711125.1	0.46	97.36	2856164
GCF_001711165.1	0.32	99.11	2978255
GCF_001711245.1	0.32	98.99	2949963
GCF_001711255.1	0.46	99.03	2915550
GCF_001711285.1	0.46	99.03	2915131
GCF_001711295.1	0.32	98.99	2888762
GCF_001711345.1	0.32	99.14	2952616
GCF_001711355.1	0.35	99.12	3083499
GCF_001711395.1	0.32	99.14	2999656
GCF_001711465.1	0.32	99.14	3053270
GCF_001711475.1	0.53	99.1	2992660
GCF_001711525.1	0.38	99.1	2999753
GCF_001711535.1	0.46	99.14	2984450
GCF_001711565.1	0.89	99.08	3063915
GCF_001711575.1	0.32	99.14	3002912
GCF_001711605.1	0.32	99.04	2996480
GCF_001711625.1	0.32	98.54	3007211
GCF_001711645.1	0.63	99.03	3053017
GCF_001711685.1	0.63	99.03	3052665
GCF_001711695.1	0.46	99.14	3050997
GCF_001711725.1	0.32	99.04	3027488
GCF_001711735.1	0.32	99.14	3122732
GCF_001711745.1	0.32	99.12	3068588
GCF_001711785.1	0.32	99.14	2994098
GCF_001711805.1	0.32	98.54	2966583
GCF_001711815.1	0.2	98.82	3012894
GCF_001711835.1	0.32	99.14	2949665
GCF_001711865.1	0.32	99.14	3053748
GCF_001711885.1	0.32	98.43	2969398
GCF_001711905.1	0.32	98.43	3010680
GCF_001711915.1	0.32	99.14	2949783
GCF_001711935.1	0.32	99.04	3027181
GCF_001711945.1	0.32	99.14	3054293
GCF_001711985.1	0.32	99.14	3001773
GCF_001711995.1	0.2	98.82	3013269
GCF_001712025.1	0.32	99.14	3027675
GCF_001712035.1	0.32	98.54	2966798
GCF_001712045.1	0.88	99.23	3048145
GCF_001712105.1	0.32	99.14	3026863
GCF_001712115.1	0.88	99.22	3049431
GCF_001712185.1	0.32	99.14	3099322
GCF_001712195.1	0.32	98.43	2969603
GCF_001712205.1	0.41	99.04	3022579
GCF_001712215.1	0.32	99.12	3048547
GCF_001712265.1	0.88	99.23	3021317
GCF_001712275.1	0.32	99.14	3054326
GCF_001712295.1	0.32	99.14	2949445
GCF_001712345.1	0.44	99.14	2887225
GCF_001712365.1	0.32	99.03	2874233
GCF_001712405.1	0.32	99.14	3054319
GCF_001712415.1	0.32	98.91	2943305
GCF_001749845.1	0.35	98.97	2977523
GCF_001749855.1	0.32	98.84	2841618
GCF_001749905.1	0.33	98.67	2989606
GCF_001749945.1	0.32	99.14	3061290
GCF_001751425.1	0.32	99.23	2991158
GCF_001751525.1	0.34	99.05	2916505
GCF_001751535.1	0.39	99.05	2945010
GCF_001751665.1	0.53	99.1	2930208
GCF_001751845.1	0.38	99.23	3132182
GCF_001751855.1	0.32	99.23	3039365
GCF_001751965.1	0.32	99	2951592
GCF_001752055.1	0.32	99.1	2921087
GCF_001752125.1	0.32	99.21	2990427
GCF_001752325.1	0.35	99.1	2934172
GCF_001758825.1	0.35	99.1	2993315
GCF_001758845.1	0.32	99.14	3048640
GCF_001758855.1	0.32	99.13	2882512
GCF_001758905.1	0.32	98.9	2977522
GCF_001758935.1	0.35	99.03	3129371
GCF_001758945.1	0.35	98.99	2977946
GCF_001759065.1	0.57	99.12	3065940
GCF_001759155.1	0.53	99.1	2935048
GCF_001759545.1	0.41	98.73	2971832
GCF_001759885.1	0.32	99.1	2873808
GCF_001760305.1	0.32	99.08	2918757
GCF_001760315.1	0.32	99.1	2864782
GCF_001760445.1	0.32	99.14	2854724
GCF_001760465.1	0.35	98.99	2926734
GCF_001760475.1	0.32	99.1	2943390
GCF_001760495.1	0.32	99.09	2896432
GCF_001760525.1	0.32	99.06	2891732
GCF_001760545.1	0.32	98.26	2956706
GCF_001760575.1	0.38	99.23	3081204
GCF_001760615.1	0.32	99.1	2837427
GCF_001760645.1	0.39	99.03	2958576
GCF_001760655.1	0.32	99.1	2888206
GCF_001760685.1	0.32	99.05	2922426
GCF_001760765.1	0.32	99.14	3004195
GCF_001760975.1	1.01	99.14	2967252
GCF_001761015.1	0.32	99.1	2849771
GCF_001761065.1	0.32	99.14	2894936
GCF_001761095.1	0.44	98.88	2982868
GCF_001761135.1	0.32	99.19	2860355
GCF_001761165.1	0.35	99.23	2982615
GCF_001761175.1	0.32	99.1	2841873
GCF_001761205.1	0.32	99.14	2931100
GCF_001761225.1	0.32	99.1	2868643
GCF_001761255.1	0.32	99.14	2830709
GCF_001761285.1	0.39	99.01	2878382
GCF_001825745.1	0.47	99.09	2928223
GCF_001825855.1	0.32	99.11	2852829
GCF_001825865.1	0.32	99.04	2875683
GCF_001825895.1	0.35	98.92	2921018
GCF_001825905.1	0.32	98.99	2875515
GCF_001825935.1	0.33	99.1	2999138
GCF_001825945.1	0.32	99.1	2837435
GCF_001825975.1	0.32	98.99	2889824
GCF_001825985.1	0.32	98.95	2914631
GCF_001826055.1	0.32	98.84	2878388
GCF_001826075.1	0.44	99.07	2927260
GCF_001826165.1	0.32	98.96	2950233
GCF_001826185.1	0.3	98.62	3122409
GCF_001826235.1	0.33	98.8	2889246
GCF_001826375.1	0.32	98.8	2859559
GCF_001826455.1	0.35	98.82	3093581
GCF_001826475.1	0.32	99.14	2959411
GCF_001826495.1	0.48	99.1	2904951
GCF_001826505.1	0.39	99.14	3053325
GCF_001826595.1	0.41	99.12	2935555
GCF_001826735.1	0.39	99.1	2967285
GCF_001826755.1	0.53	99.1	3002824
GCF_001826765.1	0.32	99.11	3028588
GCF_001826795.1	0.34	99.05	3004577
GCF_001826815.1	0.32	99.23	3044813
GCF_001826825.1	0.32	99.1	2930225
GCF_001826855.1	0.32	99.02	3057295
GCF_001826875.1	0.53	99.1	3003458
GCF_001826925.1	0.32	99.14	3092169
GCF_001826955.1	0.41	99.12	2970143
GCF_001827015.1	0.32	99.11	2969319
GCF_001827025.1	0.33	99.1	2959605
GCF_001827055.1	0.32	99.14	2956561
GCF_001827115.1	0.32	99.03	3053557
GCF_001827135.1	0.41	99.22	3126895
GCF_001827175.1	0.32	98.99	3004278
GCF_001827195.1	0.41	99.22	3087349
GCF_001827215.1	0.32	98.99	2947025
GCF_001827225.1	0.53	99.1	3001188
GCF_001827255.1	0.47	99.04	3084559
GCF_001827275.1	0.41	99.12	3015259
GCF_001827305.1	0.39	99.14	3011157
GCF_001827345.1	0.32	99.1	2829770
GCF_001827375.1	0.38	98.99	2985857
GCF_001827385.1	0.41	99.1	3078586
GCF_001827435.1	0.33	99.1	2890745
GCF_001827455.1	0.35	99.03	3129421
GCF_001827505.1	0.32	99.08	2904001
GCF_001827545.1	0.39	98.58	2979023
GCF_001827615.1	0.47	99.07	2990843
GCF_001827625.1	0.35	99.02	2988627
GCF_001827645.1	0.32	99.05	2879424
GCF_001827665.1	0.32	99.14	2951127
GCF_001827695.1	0.33	99.1	3078289
GCF_001827715.1	0.32	99.14	3005047
GCF_001827725.1	0.32	99.14	2953054
GCF_001827745.1	0.32	99.05	2882576
GCF_001827815.1	0.32	99.14	2986043
GCF_001827935.1	0.32	99.14	2939871
GCF_001827975.1	0.32	99.05	2879862
GCF_001828005.1	0.32	99.14	2951952
GCF_001828065.1	0.32	99.14	2941141
GCF_001828095.1	0.32	98.99	2938896
GCF_001828115.1	0.32	99.23	2954405
GCF_001828155.1	0.33	99.1	2960119
GCF_001828215.1	0.32	99.02	2884261
GCF_001828235.1	0.32	99.23	3008528
GCF_001866445.1	0.89	98.34	3106599
GCF_001866455.1	0.53	97.43	3171340
GCF_001913195.1	0.32	99.14	3005352
GCF_001952735.1	0.32	99.07	3003994
GCF_001952755.1	0.32	99.13	3082433
GCF_001952775.1	0.32	99.13	3115752
GCF_001952795.1	0.32	99.14	3005348
GCF_001984485.1	0.32	98.53	2963111
GCF_001998915.1	0.44	98.71	2972553
GCF_001999005.1	0.39	98.24	2989685
GCF_001999025.1	0.32	98.99	2996793
GCF_001999085.1	0.32	97.99	2966818
GCF_001999125.1	0.33	98.74	2940913
GCF_002000265.1	0.32	98.51	3038537
GCF_002000285.1	0.53	99.04	3015727
GCF_002000295.1	0.41	99.12	2986755
GCF_002016665.1	0.42	99.19	3111678
GCF_002027885.1	0.7	99.14	3109169
GCF_002027905.1	0.7	99.14	3107878
GCF_002027935.1	0.32	99.1	2915573
GCF_002028005.1	0.39	99.19	2888209
GCF_002028065.1	0.41	98.78	3049985
GCF_002028085.1	0.41	98.78	3048906
GCF_002028105.1	0.44	99.14	2916477
GCF_002028165.1	0.42	99.19	2963569
GCF_002028185.1	0.42	99.19	3013420
GCF_002028225.1	0.32	99.1	2915504
GCF_002028265.1	0.52	97.91	2938672
GCF_002103235.1	0.41	99.27	3040776
GCF_002103245.1	0.41	99.22	3052338
GCF_002103255.1	0.41	99.22	2956503
GCF_002103265.1	0.41	99.05	3003091
GCF_002103315.1	0.41	99.19	3107544
GCF_002103325.1	0.41	99.22	3133505
GCF_002103335.1	0.41	99.22	3130626
GCF_002103345.1	0.41	99.23	3007685
GCF_002103395.1	0.47	99.14	3218686
GCF_002103415.1	0.41	99.22	3193306
GCF_002103425.1	0.47	99.14	3226231
GCF_002103435.1	0.41	99.22	3083125
GCF_002103475.1	0.41	99.22	3102930
GCF_002103485.1	0.41	99.22	3140052
GCF_002105615.1	0.32	98.93	2966603
GCF_002105635.1	0.32	96.29	3020953
GCF_002105655.1	0.32	98.97	2905907
GCF_002105675.1	0.32	98.07	2912199
